City,Edition,Sport,Discipline,Athlete,NOC,Country,Gender,Event,Event_gender,Medal
Atlanta,1996,Basketball,Basketball,"SANTOS, Adriana Aparecida",BRA,Brazil,Women,basketball,W,Silver
Atlanta,1996,Basketball,Basketball,"SANTOS, Cintia",BRA,Brazil,Women,basketball,W,Silver
Atlanta,1996,Basketball,Basketball,"SILVA, Maria Paula",BRA,Brazil,Women,basketball,W,Silver
Atlanta,1996,Basketball,Basketball,"SOBRAL, Leila",BRA,Brazil,Women,basketball,W,Silver
Atlanta,1996,Basketball,Basketball,"SOBRAL, Marta",BRA,Brazil,Women,basketball,W,Silver
Atlanta,1996,Boxing,Boxing,"KIRYUKHIN, Oleg",UKR,Ukraine,Men,- 48kg (light-flyweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"LOZANO MUÑOZ, Rafael",ESP,Spain,Men,- 48kg (light-flyweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"BOJINOV, Daniel Petrov",BUL,Bulgaria,Men,- 48kg (light-flyweight),M,Gold
Atlanta,1996,Boxing,Boxing,"VELASCO, Mansueto",PHI,Philippines,Men,- 48kg (light-flyweight),M,Silver
Atlanta,1996,Boxing,Boxing,"DOKIWARI, Duncan",NGR,Nigeria,Men,+ 91kg (super heavyweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"LEZIN, Alexei",RUS,Russia,Men,+ 91kg (super heavyweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"KLICHKO, Vladimir",UKR,Ukraine,Men,+ 91kg (super heavyweight),M,Gold
Atlanta,1996,Boxing,Boxing,"WOLFGRAM, Paea",TGA,Tonga,Men,+ 91kg (super heavyweight),M,Silver
Atlanta,1996,Boxing,Boxing,"LUNKA, Zoltan",GER,Germany,Men,48 - 51kg (flyweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"PAKEEV, Albert",RUS,Russia,Men,48 - 51kg (flyweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"ROMERO, Maikro",CUB,Cuba,Men,48 - 51kg (flyweight),M,Gold
Atlanta,1996,Boxing,Boxing,"DZUMADILOV, Bulat",KAZ,Kazakhstan,Men,48 - 51kg (flyweight),M,Silver
Atlanta,1996,Boxing,Boxing,"KHADPO, Vichai",THA,Thailand,Men,51 - 54kg (bantamweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"MALAKHBEKOV, Raimkul",RUS,Russia,Men,51 - 54kg (bantamweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"KOVACS, Istvan",HUN,Hungary,Men,51 - 54kg (bantamweight),M,Gold
Atlanta,1996,Boxing,Boxing,"MESA, Arnaldo",CUB,Cuba,Men,51 - 54kg (bantamweight),M,Silver
Atlanta,1996,Boxing,Boxing,"CHACON, Pablo",ARG,Argentina,Men,54 - 57kg (featherweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"MAYWEATHER, Floyd",USA,United States,Men,54 - 57kg (featherweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"KAMSING, Somluck",THA,Thailand,Men,54 - 57kg (featherweight),M,Gold
Atlanta,1996,Boxing,Boxing,"TODOROV, Serafim",BUL,Bulgaria,Men,54 - 57kg (featherweight),M,Silver
Atlanta,1996,Boxing,Boxing,"CAUTHEN, Terrance",USA,United States,Men,57 - 60kg (lightweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"DOROFTEI, Leonard Dorin",ROU,Romania,Men,57 - 60kg (lightweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"SOLTANI, Hocine",ALG,Algeria,Men,57 - 60kg (lightweight),M,Gold
Atlanta,1996,Boxing,Boxing,"TONTCHEV TONTCHO, Dimitrov",BUL,Bulgaria,Men,57 - 60kg (lightweight),M,Silver
Atlanta,1996,Boxing,Boxing,"MISSAOUI, Fathi",TUN,Tunisia,Men,60 - 63.5kg (light-welterweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"NIYAZYMBETOV, Bolat",KAZ,Kazakhstan,Men,60 - 63.5kg (light-welterweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"VINENT, Hector",CUB,Cuba,Men,60 - 63.5kg (light-welterweight),M,Gold
Atlanta,1996,Boxing,Boxing,"URKAL, Oktay",GER,Germany,Men,60 - 63.5kg (light-welterweight),M,Silver
Atlanta,1996,Boxing,Boxing,"SANTOS, Daniel",PUR,Puerto Rico*,Men,63.5 - 67kg (welterweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"SIMION, Marian",ROU,Romania,Men,63.5 - 67kg (welterweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"SAITOV, Oleg",RUS,Russia,Men,63.5 - 67kg (welterweight),M,Gold
Atlanta,1996,Boxing,Boxing,"HERNANDEZ SIERRA, Juan",CUB,Cuba,Men,63.5 - 67kg (welterweight),M,Silver
Atlanta,1996,Boxing,Boxing,"IBZAIMOV, Ezmouhan",KAZ,Kazakhstan,Men,67 - 71kg (light-middleweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"TULAGANOV, Karim",UZB,Uzbekistan,Men,67 - 71kg (light-middleweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"REID, David",USA,United States,Men,67 - 71kg (light-middleweight),M,Gold
Atlanta,1996,Boxing,Boxing,"DUVERGEL, Alfredo",CUB,Cuba,Men,67 - 71kg (light-middleweight),M,Silver
Atlanta,1996,Boxing,Boxing,"BAHARI, Mohamed",ALG,Algeria,Men,71-75kg,M,Bronze
Atlanta,1996,Boxing,Boxing,"WELLS, Rhoshii",USA,United States,Men,71-75kg,M,Bronze
Atlanta,1996,Boxing,Boxing,"HERNANDEZ, Ariel",CUB,Cuba,Men,71-75kg,M,Gold
Atlanta,1996,Boxing,Boxing,"BEYLEROGLU, Malik",TUR,Turkey,Men,71-75kg,M,Silver
Atlanta,1996,Boxing,Boxing,"TARVER, Antonio",USA,United States,Men,75 - 81kg (light-heavyweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"ULRICH, Thomas",GER,Germany,Men,75 - 81kg (light-heavyweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"JIROV, Vasilii",KAZ,Kazakhstan,Men,75 - 81kg (light-heavyweight),M,Gold
Atlanta,1996,Boxing,Boxing,"LEE, Seung Bae",KOR,"Korea, South",Men,75 - 81kg (light-heavyweight),M,Silver
Atlanta,1996,Boxing,Boxing,"JONES, Nate",USA,United States,Men,81 - 91kg (heavyweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"KRASNIQI, Luan",GER,Germany,Men,81 - 91kg (heavyweight),M,Bronze
Atlanta,1996,Boxing,Boxing,"SAVON, Felix",CUB,Cuba,Men,81 - 91kg (heavyweight),M,Gold
Atlanta,1996,Boxing,Boxing,"DEFIAGBON, David",CAN,Canada,Men,81 - 91kg (heavyweight),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"ZALA, Gyorgy",HUN,Hungary,Men,C-1 1000m (canoe single),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"DOKTOR, Martin",CZE,Czech Republic,Men,C-1 1000m (canoe single),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"KLEMENTYEV, Ivans",LAT,Latvia,Men,C-1 1000m (canoe single),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"PULAI, Imre",HUN,Hungary,Men,C-1 500m (canoe single),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"DOKTOR, Martin",CZE,Czech Republic,Men,C-1 500m (canoe single),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"KNAZOVICKY, Slavomir",SVK,Slovakia,Men,C-1 500m (canoe single),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"HORVATH, Csaba",HUN,Hungary,Men,C-2 1000m (canoe double),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"KOLONICS, Gyorgy",HUN,Hungary,Men,C-2 1000m (canoe double),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"DITTMER, Andreas",GER,Germany,Men,C-2 1000m (canoe double),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"KIRCHBACH, Gunar",GER,Germany,Men,C-2 1000m (canoe double),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"BORSAN, Antonel",ROU,Romania,Men,C-2 1000m (canoe double),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"GLAVAN, Marcel",ROU,Romania,Men,C-2 1000m (canoe double),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"ANDRIEV, Gheorghe",ROU,Romania,Men,C-2 500m (canoe double),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"OBREJA, Grigore",ROU,Romania,Men,C-2 500m (canoe double),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"HORVATH, Csaba",HUN,Hungary,Men,C-2 500m (canoe double),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"KOLONICS, Gyorgy",HUN,Hungary,Men,C-2 500m (canoe double),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"JURAVSCHI, Nikolai",MDA,Moldova,Men,C-2 500m (canoe double),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"RENEYSKIY, Viktor",MDA,Moldova,Men,C-2 500m (canoe double),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"ROBINSON, Clint",AUS,Australia,Men,K-1 1000m (kayak single),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"HOLMANN, Knut",NOR,Norway,Men,K-1 1000m (kayak single),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"BONOMI, Beniamino",ITA,Italy,Men,K-1 1000m (kayak single),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"MARKIEWICZ, Piotr",POL,Poland,Men,K-1 500m (kayak single),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"ROSSI, Antonio",ITA,Italy,Men,K-1 500m (kayak single),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"HOLMANN, Knut",NOR,Norway,Men,K-1 500m (kayak single),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"IDEM, Josefa",ITA,Italy,Women,K-1 500m (kayak single),W,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"KOBAN, Rita",HUN,Hungary,Women,K-1 500m (kayak single),W,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"BRUNET, Caroline",CAN,Canada,Women,K-1 500m (kayak single),W,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"DUSHEV, Andrian",BUL,Bulgaria,Men,K-2 1000m (kayak double),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"KAZANOV, Milko",BUL,Bulgaria,Men,K-2 1000m (kayak double),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"ROSSI, Antonio",ITA,Italy,Men,K-2 1000m (kayak double),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"SCARPA, Daniele",ITA,Italy,Men,K-2 1000m (kayak double),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"BLUHM, Kay",GER,Germany,Men,K-2 1000m (kayak double),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"GUTSCHE, Torsten Rene",GER,Germany,Men,K-2 1000m (kayak double),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"COLLINS, Daniel",AUS,Australia,Men,K-2 500m (kayak double),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"TRIM, Andrew Lawrence",AUS,Australia,Men,K-2 500m (kayak double),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"BLUHM, Kay",GER,Germany,Men,K-2 500m (kayak double),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"GUTSCHE, Torsten Rene",GER,Germany,Men,K-2 500m (kayak double),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"BONOMI, Beniamino",ITA,Italy,Men,K-2 500m (kayak double),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"SCARPA, Daniele",ITA,Italy,Men,K-2 500m (kayak double),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"BORCHERT, Katrin",AUS,Australia,Women,K-2 500m (kayak double),W,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"WOOD, Anna Maria",AUS,Australia,Women,K-2 500m (kayak double),W,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"ANDERSSON, Agneta",SWE,Sweden,Women,K-2 500m (kayak double),W,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"GUNNARSSON, Susanne",SWE,Sweden,Women,K-2 500m (kayak double),W,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"FISCHER, Birgit",GER,Germany,Women,K-2 500m (kayak double),W,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"PORTWICH, Ramona",GER,Germany,Women,K-2 500m (kayak double),W,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"GOROBIY, Oleg",RUS,Russia,Men,K-4 1000m (kayak four),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"TISHCHENKO, Anatoly",RUS,Russia,Men,K-4 1000m (kayak four),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"TSYBULNIKOV, Georgiy",RUS,Russia,Men,K-4 1000m (kayak four),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"VERLIN, Sergey",RUS,Russia,Men,K-4 1000m (kayak four),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"HOFMANN, Detlef",GER,Germany,Men,K-4 1000m (kayak four),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"REINECK, Thomas",GER,Germany,Men,K-4 1000m (kayak four),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"WINTER, Olaf",GER,Germany,Men,K-4 1000m (kayak four),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"ZABEL, Mark",GER,Germany,Men,K-4 1000m (kayak four),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"ADROVICZ, Attila",HUN,Hungary,Men,K-4 1000m (kayak four),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"CSIPES, Ferenc",HUN,Hungary,Men,K-4 1000m (kayak four),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"HORVATH, Gabor",HUN,Hungary,Men,K-4 1000m (kayak four),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"RAJNA, Andras",HUN,Hungary,Men,K-4 1000m (kayak four),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"ANDERSSON, Agneta",SWE,Sweden,Women,K-4 500m (kayak four),W,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"ERICSSON, Ingela",SWE,Sweden,Women,K-4 500m (kayak four),W,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"OLSSON, Anna",SWE,Sweden,Women,K-4 500m (kayak four),W,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"ROSENQVIST, Susanne",SWE,Sweden,Women,K-4 500m (kayak four),W,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"FISCHER, Birgit",GER,Germany,Women,K-4 500m (kayak four),W,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"MUCKE, Manuela",GER,Germany,Women,K-4 500m (kayak four),W,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"PORTWICH, Ramona",GER,Germany,Women,K-4 500m (kayak four),W,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"SCHUCK, Anett",GER,Germany,Women,K-4 500m (kayak four),W,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"BAUMER, Daniela",SUI,Switzerland,Women,K-4 500m (kayak four),W,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"EICHENBERGER, Sabine",SUI,Switzerland,Women,K-4 500m (kayak four),W,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"HARALAMOW, Ingrid",SUI,Switzerland,Women,K-4 500m (kayak four),W,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"MUELLER, Gabi",SUI,Switzerland,Women,K-4 500m (kayak four),W,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,"ESTANGUET, Patrice",FRA,France,Men,C-1 (canoe single),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,"MARTIKAN, Michal",SVK,Slovakia,Men,C-1 (canoe single),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,"POLLERT, Lukas",CZE,Czech Republic,Men,C-1 (canoe single),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,"EHRENBERG, Andre",GER,Germany,Men,C-2 (canoe double),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,"SENFT, Michael",GER,Germany,Men,C-2 (canoe double),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,"ADISSON, Franck",FRA,France,Men,C-2 (canoe double),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,"FORGUES, Wilfrid",FRA,France,Men,C-2 (canoe double),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,"ROHAN, Jiri",CZE,Czech Republic,Men,C-2 (canoe double),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,"SIMEK, Miroslav",CZE,Czech Republic,Men,C-2 (canoe double),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,"BECKER, Thomas",GER,Germany,Men,K-1 (kayak single),M,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,"FIX, Oliver",GER,Germany,Men,K-1 (kayak single),M,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,"VEHOVAR, Andraz",SLO,Slovenia,Men,K-1 (kayak single),M,Silver
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,"FOX-JERUSALMI, Myriam",FRA,France,Women,K-1 (kayak single),W,Bronze
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,"HILGERTOVA, Stepanka",CZE,Czech Republic,Women,K-1 (kayak single),W,Gold
Atlanta,1996,Canoe / Kayak,Canoe / Kayak S,"CHLADEK, Dana",USA,United States,Women,K-1 (kayak single),W,Silver
Atlanta,1996,Cycling,Cycling Road,"SCIANDRI, Max",GBR,United Kingdom,Men,individual road race,M,Bronze
Atlanta,1996,Cycling,Cycling Road,"RICHARD, Pascal",SUI,Switzerland,Men,individual road race,M,Gold
Atlanta,1996,Cycling,Cycling Road,"SOERENSEN, Rolf",DEN,Denmark,Men,individual road race,M,Silver
Atlanta,1996,Cycling,Cycling Road,"HUGHES, Clara",CAN,Canada,Women,individual road race,W,Bronze
Atlanta,1996,Cycling,Cycling Road,"LONGO-CIPRELLI, Jeannie",FRA,France,Women,individual road race,W,Gold
Atlanta,1996,Cycling,Cycling Road,"CHIAPPA, Imelda",ITA,Italy,Women,individual road race,W,Silver
Atlanta,1996,Cycling,Cycling Road,"BOARDMAN, Christopher Miles",GBR,United Kingdom,Men,individual time trial,M,Bronze
Atlanta,1996,Cycling,Cycling Road,"INDURAIN, Miguel",ESP,Spain,Men,individual time trial,M,Gold
Atlanta,1996,Cycling,Cycling Road,"OLANO, Abraham",ESP,Spain,Men,individual time trial,M,Silver
Atlanta,1996,Cycling,Cycling Road,"HUGHES, Clara",CAN,Canada,Women,individual time trial,W,Bronze
Atlanta,1996,Cycling,Cycling Road,"ZABIROVA, Zoulfia",RUS,Russia,Women,individual time trial,W,Gold
Atlanta,1996,Cycling,Cycling Road,"LONGO-CIPRELLI, Jeannie",FRA,France,Women,individual time trial,W,Silver
Atlanta,1996,Cycling,Cycling Track,"JUMONJI, Takanobu",JPN,Japan,Men,1km time trial,M,Bronze
Atlanta,1996,Cycling,Cycling Track,"ROUSSEAU, Florian",FRA,France,Men,1km time trial,M,Gold
Atlanta,1996,Cycling,Cycling Track,"HARTWELL, Erin W.",USA,United States,Men,1km time trial,M,Silver
Atlanta,1996,Cycling,Cycling Track,"MCGEE, Bradley",AUS,Australia,Men,Individual Pursuit,M,Bronze
Atlanta,1996,Cycling,Cycling Track,"COLLINELLI, Andrea",ITA,Italy,Men,Individual Pursuit,M,Gold
Atlanta,1996,Cycling,Cycling Track,"ERMENAULT, Philippe",FRA,France,Men,Individual Pursuit,M,Silver
Atlanta,1996,Cycling,Cycling Track,"ARNDT, Judith",GER,Germany,Women,individual pursuit,W,Bronze
Atlanta,1996,Cycling,Cycling Track,"BELLUTTI, Antonella",ITA,Italy,Women,individual pursuit,W,Gold
Atlanta,1996,Cycling,Cycling Track,"CLIGNET, Marion",FRA,France,Women,individual pursuit,W,Silver
Atlanta,1996,Cycling,Cycling Track,"O'GRADY, Stuart",AUS,Australia,Men,Points Race,M,Bronze
Atlanta,1996,Cycling,Cycling Track,"MARTINELLO, Silvio",ITA,Italy,Men,Points Race,M,Gold
Atlanta,1996,Cycling,Cycling Track,"WALTON, Brian",CAN,Canada,Men,Points Race,M,Silver
Atlanta,1996,Cycling,Cycling Track,"TYLER SHARMAN, Lucy",AUS,Australia,Women,points race,W,Bronze
Atlanta,1996,Cycling,Cycling Track,"LANCIEN, Nathalie",FRA,France,Women,points race,W,Gold
Atlanta,1996,Cycling,Cycling Track,"HARINGA, Ingrid",NED,Netherlands,Women,points race,W,Silver
Atlanta,1996,Cycling,Cycling Track,"HARINGA, Ingrid",NED,Netherlands,Women,sprint,W,Bronze
Atlanta,1996,Cycling,Cycling Track,"BALLANGER, Felicia",FRA,France,Women,sprint,W,Gold
Atlanta,1996,Cycling,Cycling Track,"FERRIS, Michelle",AUS,Australia,Women,sprint,W,Silver
Atlanta,1996,Cycling,Cycling Track,"HARNETT, Curtis",CAN,Canada,Men,Sprint indivual,M,Bronze
Atlanta,1996,Cycling,Cycling Track,"FIEDLER, Jens",GER,Germany,Men,Sprint indivual,M,Gold
Atlanta,1996,Cycling,Cycling Track,"NOTHSTEIN, Marty",USA,United States,Men,Sprint indivual,M,Silver
Atlanta,1996,Cycling,Cycling Track,"AITKEN, Brett",AUS,Australia,Men,Team Pursuit (4000m),M,Bronze
Atlanta,1996,Cycling,Cycling Track,"MCGEE, Bradley",AUS,Australia,Men,Team Pursuit (4000m),M,Bronze
Atlanta,1996,Cycling,Cycling Track,"O'GRADY, Stuart",AUS,Australia,Men,Team Pursuit (4000m),M,Bronze
Atlanta,1996,Cycling,Cycling Track,"O'SHANNESSEY, Timothy",AUS,Australia,Men,Team Pursuit (4000m),M,Bronze
Atlanta,1996,Cycling,Cycling Track,"WOODS, Dean",AUS,Australia,Men,Team Pursuit (4000m),M,Bronze
Atlanta,1996,Cycling,Cycling Track,"CAPELLE, Christophe",FRA,France,Men,Team Pursuit (4000m),M,Gold
Atlanta,1996,Cycling,Cycling Track,"ERMENAULT, Philippe",FRA,France,Men,Team Pursuit (4000m),M,Gold
Atlanta,1996,Cycling,Cycling Track,"MONIN, Jean-Michel",FRA,France,Men,Team Pursuit (4000m),M,Gold
Atlanta,1996,Cycling,Cycling Track,"MOREAU, Francis",FRA,France,Men,Team Pursuit (4000m),M,Gold
Atlanta,1996,Cycling,Cycling Track,"CHANTYR, Anton",RUS,Russia,Men,Team Pursuit (4000m),M,Silver
Atlanta,1996,Cycling,Cycling Track,"GRITSUN, Eduard",RUS,Russia,Men,Team Pursuit (4000m),M,Silver
Atlanta,1996,Cycling,Cycling Track,"KUZNETSOV, Nikolai",RUS,Russia,Men,Team Pursuit (4000m),M,Silver
Atlanta,1996,Cycling,Cycling Track,"MARKOV, Alexei",RUS,Russia,Men,Team Pursuit (4000m),M,Silver
Atlanta,1996,Cycling,Mountain Bike,"MARTINEZ, Miguel",FRA,France,Men,cross-country,M,Bronze
Atlanta,1996,Cycling,Mountain Bike,"BRENTJENS, Bart",NED,Netherlands,Men,cross-country,M,Gold
Atlanta,1996,Cycling,Mountain Bike,"FRISCHKNECHT, Thomas",SUI,Switzerland,Men,cross-country,M,Silver
Atlanta,1996,Cycling,Mountain Bike,"DEMATTEI, Susan",USA,United States,Women,cross-country,W,Bronze
Atlanta,1996,Cycling,Mountain Bike,"PEZZO, Paola",ITA,Italy,Women,cross-country,W,Gold
Atlanta,1996,Cycling,Mountain Bike,"SYDOR, Alison",CAN,Canada,Women,cross-country,W,Silver
Atlanta,1996,Equestrian,Dressage,"ROTHENBERGER, Sven",NED,Netherlands,Men,individual,X,Bronze
Atlanta,1996,Equestrian,Dressage,"WERTH, Isabell",GER,Germany,Women,individual,X,Gold
Atlanta,1996,Equestrian,Dressage,"VAN GRUNSVEN, Anky",NED,Netherlands,Women,individual,X,Silver
Atlanta,1996,Equestrian,Dressage,"DOVER, Robert Jeffrey",USA,United States,Men,team,X,Bronze
Atlanta,1996,Equestrian,Dressage,"SEIDEL, Guenter",USA,United States,Men,team,X,Bronze
Atlanta,1996,Equestrian,Dressage,"BALKENHOL, Klaus",GER,Germany,Men,team,X,Gold
Atlanta,1996,Equestrian,Dressage,"SCHAUDT, Martin",GER,Germany,Men,team,X,Gold
Atlanta,1996,Equestrian,Dressage,"ROTHENBERGER, Sven",NED,Netherlands,Men,team,X,Silver
Atlanta,1996,Equestrian,Dressage,"GIBSON, Michelle",USA,United States,Women,team,X,Bronze
Atlanta,1996,Equestrian,Dressage,"PETERS, Steffen",USA,United States,Women,team,X,Bronze
Atlanta,1996,Equestrian,Dressage,"TEODORESCU, Monica",GER,Germany,Women,team,X,Gold
Atlanta,1996,Equestrian,Dressage,"WERTH, Isabell",GER,Germany,Women,team,X,Gold
Atlanta,1996,Equestrian,Dressage,"BARTELS DE VRIES, Maria Anna",NED,Netherlands,Women,team,X,Silver
Atlanta,1996,Equestrian,Dressage,"ROTHENBERGER, Gonnelien",NED,Netherlands,Women,team,X,Silver
Atlanta,1996,Equestrian,Dressage,"VAN GRUNSVEN, Anky",NED,Netherlands,Women,team,X,Silver
Atlanta,1996,Equestrian,Eventing,"TAIT, Blyth",NZL,New Zealand,Men,individual,X,Gold
Atlanta,1996,Equestrian,Eventing,"MILLIKIN, Kerry",USA,United States,Women,individual,X,Bronze
Atlanta,1996,Equestrian,Eventing,"CLARK, Sally",NZL,New Zealand,Women,individual,X,Silver
Atlanta,1996,Equestrian,Eventing,"JEFFERIS, Vaughn",NZL,New Zealand,Men,team,X,Bronze
Atlanta,1996,Equestrian,Eventing,"NICHOLSON, Andrew",NZL,New Zealand,Men,team,X,Bronze
Atlanta,1996,Equestrian,Eventing,"TAIT, Blyth",NZL,New Zealand,Men,team,X,Bronze
Atlanta,1996,Equestrian,Eventing,"DUTTON, Phillip",AUS,Australia,Men,team,X,Gold
Atlanta,1996,Equestrian,Eventing,"HOY, Andrew",AUS,Australia,Men,team,X,Gold
Atlanta,1996,Equestrian,Eventing,"DAVIDSON, Bruce Oram",USA,United States,Men,team,X,Silver
Atlanta,1996,Equestrian,Eventing,"O'CONNOR, David",USA,United States,Men,team,X,Silver
Atlanta,1996,Equestrian,Eventing,"LATTA, Victoria Jean",NZL,New Zealand,Women,team,X,Bronze
