City,Edition,Sport,Discipline,Athlete,NOC,Country,Gender,Event,Event_gender,Medal
Athens,1896,Aquatics,Swimming,"HAJOS, Alfred",HUN,Hungary,Men,100m freestyle,M,Gold
Athens,1896,Aquatics,Swimming,"HERSCHMANN, Otto",AUT,Austria,Men,100m freestyle,M,Silver
Athens,1896,Aquatics,Swimming,"DRIVAS, Dimitrios",GRE,Greece,Men,100m freestyle for sailors,M,Bronze
Athens,1896,Aquatics,Swimming,"MALOKINIS, Ioannis",GRE,Greece,Men,100m freestyle for sailors,M,Gold
Athens,1896,Aquatics,Swimming,"CHASAPIS, Spiridon",GRE,Greece,Men,100m freestyle for sailors,M,Silver
Athens,1896,Aquatics,Swimming,"CHOROPHAS, Efstathios",GRE,Greece,Men,1200m freestyle,M,Bronze
Athens,1896,Aquatics,Swimming,"HAJOS, Alfred",HUN,Hungary,Men,1200m freestyle,M,Gold
Athens,1896,Aquatics,Swimming,"ANDREOU, Joannis",GRE,Greece,Men,1200m freestyle,M,Silver
Athens,1896,Aquatics,Swimming,"CHOROPHAS, Efstathios",GRE,Greece,Men,400m freestyle,M,Bronze
Athens,1896,Aquatics,Swimming,"NEUMANN, Paul",AUT,Austria,Men,400m freestyle,M,Gold
Athens,1896,Aquatics,Swimming,"PEPANOS, Antonios",GRE,Greece,Men,400m freestyle,M,Silver
Athens,1896,Athletics,Athletics,"LANE, Francis",USA,United States,Men,100m,M,Bronze
Athens,1896,Athletics,Athletics,"SZOKOLYI, Alajos",HUN,Hungary,Men,100m,M,Bronze
Athens,1896,Athletics,Athletics,"BURKE, Thomas",USA,United States,Men,100m,M,Gold
Athens,1896,Athletics,Athletics,"HOFMANN, Fritz",GER,Germany,Men,100m,M,Silver
Athens,1896,Athletics,Athletics,"CURTIS, Thomas",USA,United States,Men,110m hurdles,M,Gold
Athens,1896,Athletics,Athletics,"GOULDING, Grantley",GBR,United Kingdom,Men,110m hurdles,M,Silver
Athens,1896,Athletics,Athletics,"LERMUSIAUX, Albin",FRA,France,Men,1500m,M,Bronze
Athens,1896,Athletics,Athletics,"FLACK, Edwin",AUS,Australia,Men,1500m,M,Gold
Athens,1896,Athletics,Athletics,"BLAKE, Arthur",USA,United States,Men,1500m,M,Silver
Athens,1896,Athletics,Athletics,"GMELIN, Charles",GBR,United Kingdom,Men,400m,M,Bronze
Athens,1896,Athletics,Athletics,"BURKE, Thomas",USA,United States,Men,400m,M,Gold
Athens,1896,Athletics,Athletics,"JAMISON, Herbert",USA,United States,Men,400m,M,Silver
Athens,1896,Athletics,Athletics,"GOLEMIS, Dimitrios",GRE,Greece,Men,800m,M,Bronze
Athens,1896,Athletics,Athletics,"FLACK, Edwin",AUS,Australia,Men,800m,M,Gold
Athens,1896,Athletics,Athletics,"DANI, Nandor",HUN,Hungary,Men,800m,M,Silver
Athens,1896,Athletics,Athletics,"VERSIS, Sotirios",GRE,Greece,Men,discus throw,M,Bronze
Athens,1896,Athletics,Athletics,"GARRETT, Robert",USA,United States,Men,discus throw,M,Gold
Athens,1896,Athletics,Athletics,"PARASKEVOPOULOS, Panagiotis",GRE,Greece,Men,discus throw,M,Silver
Athens,1896,Athletics,Athletics,"CLARK, Ellery",USA,United States,Men,high jump,M,Gold
Athens,1896,Athletics,Athletics,"CONNOLLY, James",USA,United States,Men,high jump,M,Silver
Athens,1896,Athletics,Athletics,"GARRETT, Robert",USA,United States,Men,high jump,M,Silver
Athens,1896,Athletics,Athletics,"CONNOLLY, James",USA,United States,Men,long jump,M,Bronze
Athens,1896,Athletics,Athletics,"CLARK, Ellery",USA,United States,Men,long jump,M,Gold
Athens,1896,Athletics,Athletics,"GARRETT, Robert",USA,United States,Men,long jump,M,Silver
Athens,1896,Athletics,Athletics,"KELLNER, Gyula",HUN,Hungary,Men,marathon,M,Bronze
Athens,1896,Athletics,Athletics,"LOUIS, Spyridon",GRE,Greece,Men,marathon,M,Gold
Athens,1896,Athletics,Athletics,"VASILAKOS, Kharilaos",GRE,Greece,Men,marathon,M,Silver
Athens,1896,Athletics,Athletics,"DAMASKOS, Evangelos",GRE,Greece,Men,pole vault,M,Bronze
Athens,1896,Athletics,Athletics,"THEODOROPOULOS, Ioannis",GRE,Greece,Men,pole vault,M,Bronze
Athens,1896,Athletics,Athletics,"HOYT, William Welles",USA,United States,Men,pole vault,M,Gold
Athens,1896,Athletics,Athletics,"TYLER, Albert",USA,United States,Men,pole vault,M,Silver
Athens,1896,Athletics,Athletics,"PAPASIDERIS, Georgios",GRE,Greece,Men,shot put,M,Bronze
Athens,1896,Athletics,Athletics,"GARRETT, Robert",USA,United States,Men,shot put,M,Gold
Athens,1896,Athletics,Athletics,"GOUSKOS, Miltiadis",GRE,Greece,Men,shot put,M,Silver
Athens,1896,Athletics,Athletics,"PERSAKIS, Ioannis",GRE,Greece,Men,triple jump,M,Bronze
Athens,1896,Athletics,Athletics,"CONNOLLY, James",USA,United States,Men,triple jump,M,Gold
Athens,1896,Athletics,Athletics,"TUFFERI, Alexandre",FRA,France,Men,triple jump,M,Silver
Athens,1896,Cycling,Cycling Road,"BATTEL, Edward",GBR,United Kingdom,Men,individual road race,M,Bronze
Athens,1896,Cycling,Cycling Road,"KONSTANTINIDIS, Aristidis",GRE,Greece,Men,individual road race,M,Gold
Athens,1896,Cycling,Cycling Road,"GOEDRICH, August",GER,Germany,Men,individual road race,M,Silver
Athens,1896,Cycling,Cycling Track,"FLAMENG, Léon",FRA,France,Men,100km,M,Gold
Athens,1896,Cycling,Cycling Track,"KOLETTIS, Georgios",GRE,Greece,Men,100km,M,Silver
Athens,1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Austria,Men,10km,M,Bronze
Athens,1896,Cycling,Cycling Track,"MASSON, Paul",FRA,France,Men,10km,M,Gold
Athens,1896,Cycling,Cycling Track,"FLAMENG, Léon",FRA,France,Men,10km,M,Silver
Athens,1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Austria,Men,12-hour race,M,Gold
Athens,1896,Cycling,Cycling Track,"KEEPING, Frank",GBR,United Kingdom,Men,12-hour race,M,Silver
Athens,1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Austria,Men,1km time trial,M,Bronze
Athens,1896,Cycling,Cycling Track,"MASSON, Paul",FRA,France,Men,1km time trial,M,Gold
Athens,1896,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",GRE,Greece,Men,1km time trial,M,Silver
Athens,1896,Cycling,Cycling Track,"FLAMENG, Léon",FRA,France,Men,Sprint indivual,M,Bronze
Athens,1896,Cycling,Cycling Track,"MASSON, Paul",FRA,France,Men,Sprint indivual,M,Gold
Athens,1896,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",GRE,Greece,Men,Sprint indivual,M,Silver
Athens,1896,Fencing,Fencing,"PIERRAKOS-MAVROMICHALIS, Perikles",GRE,Greece,Men,foil individual,M,Bronze
Athens,1896,Fencing,Fencing,"GRAVELOTTE, Eugène-Henri",FRA,France,Men,foil individual,M,Gold
Athens,1896,Fencing,Fencing,"CALLOT, Henri",FRA,France,Men,foil individual,M,Silver
Athens,1896,Fencing,Fencing,"PYRGOS, Leonidas",GRE,Greece,Men,"foil, masters",M,Gold
Athens,1896,Fencing,Fencing,"PERRONNET, Maurice",FRA,France,Men,"foil, masters",M,Silver
Athens,1896,Fencing,Fencing,"NIELSEN, Holger",DEN,Denmark,Men,sabre individual,M,Bronze
Athens,1896,Fencing,Fencing,"GEORGIADIS, Ioannis",GRE,Greece,Men,sabre individual,M,Gold
Athens,1896,Fencing,Fencing,"KARAKALOS, Telemachos",GRE,Greece,Men,sabre individual,M,Silver
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Germany,Men,horizontal bar,M,Gold
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Germany,Men,horizontal bar,M,Silver
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Germany,Men,parallel bars,M,Gold
Athens,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Switzerland,Men,parallel bars,M,Silver
Athens,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Switzerland,Men,pommel horse,M,Gold
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Germany,Men,pommel horse,M,Silver
Athens,1896,Gymnastics,Artistic G.,"PERSAKIS, Petros",GRE,Greece,Men,rings,M,Bronze
Athens,1896,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",GRE,Greece,Men,rings,M,Gold
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Germany,Men,rings,M,Silver
Athens,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Germany,Men,rope climbing,M,Bronze
Athens,1896,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",GRE,Greece,Men,rope climbing,M,Gold
Athens,1896,Gymnastics,Artistic G.,"XENAKIS, Thomasios",GRE,Greece,Men,rope climbing,M,Silver
Athens,1896,Gymnastics,Artistic G.,"BÖCKER, Konrad",GER,Germany,Men,"team, horizontal bar",M,Gold
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Germany,Men,"team, horizontal bar",M,Gold
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",GER,Germany,Men,"team, horizontal bar",M,Gold
Athens,1896,Gymnastics,Artistic G.,"HILMAR, Georg",GER,Germany,Men,"team, horizontal bar",M,Gold
Athens,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Germany,Men,"team, horizontal bar",M,Gold
Athens,1896,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",GER,Germany,Men,"team, horizontal bar",M,Gold
Athens,1896,Gymnastics,Artistic G.,"NEUKIRCH, Karl",GER,Germany,Men,"team, horizontal bar",M,Gold
Athens,1896,Gymnastics,Artistic G.,"RÖSTEL, Richard",GER,Germany,Men,"team, horizontal bar",M,Gold
Athens,1896,Gymnastics,Artistic G.,"SCHUFT, Gustav",GER,Germany,Men,"team, horizontal bar",M,Gold
Athens,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Germany,Men,"team, horizontal bar",M,Gold
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Germany,Men,"team, horizontal bar",M,Gold
Athens,1896,Gymnastics,Artistic G.,"CHRYSAPHIS, Ioannis",GRE,Greece,Men,"team, parallel bars",M,Bronze
Athens,1896,Gymnastics,Artistic G.,"KARVELAS, Phillippos",GRE,Greece,Men,"team, parallel bars",M,Bronze
Athens,1896,Gymnastics,Artistic G.,"LOUNDRAS, Dimitrios",GRE,Greece,Men,"team, parallel bars",M,Bronze
Athens,1896,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",GRE,Greece,Men,"team, parallel bars",M,Bronze
Athens,1896,Gymnastics,Artistic G.,"BÖCKER, Konrad",GER,Germany,Men,"team, parallel bars",M,Gold
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Germany,Men,"team, parallel bars",M,Gold
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",GER,Germany,Men,"team, parallel bars",M,Gold
Athens,1896,Gymnastics,Artistic G.,"HILMAR, Georg",GER,Germany,Men,"team, parallel bars",M,Gold
Athens,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Germany,Men,"team, parallel bars",M,Gold
Athens,1896,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",GER,Germany,Men,"team, parallel bars",M,Gold
Athens,1896,Gymnastics,Artistic G.,"NEUKIRCH, Karl",GER,Germany,Men,"team, parallel bars",M,Gold
Athens,1896,Gymnastics,Artistic G.,"RÖSTEL, Richard",GER,Germany,Men,"team, parallel bars",M,Gold
Athens,1896,Gymnastics,Artistic G.,"SCHUFT, Gustav",GER,Germany,Men,"team, parallel bars",M,Gold
Athens,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Germany,Men,"team, parallel bars",M,Gold
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Germany,Men,"team, parallel bars",M,Gold
Athens,1896,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",GRE,Greece,Men,"team, parallel bars",M,Silver
Athens,1896,Gymnastics,Artistic G.,"ATHANASOPOULOS, Spyros",GRE,Greece,Men,"team, parallel bars",M,Silver
Athens,1896,Gymnastics,Artistic G.,"PERSAKIS, Petros",GRE,Greece,Men,"team, parallel bars",M,Silver
Athens,1896,Gymnastics,Artistic G.,"XENAKIS, Thomasios",GRE,Greece,Men,"team, parallel bars",M,Silver
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Germany,Men,vault,M,Bronze
Athens,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Germany,Men,vault,M,Gold
Athens,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Switzerland,Men,vault,M,Silver
Athens,1896,Shooting,Shooting,"MORAKIS, Nikolaos",GRE,Greece,Men,25m army pistol,M,Bronze
Athens,1896,Shooting,Shooting,"PAINE, John",USA,United States,Men,25m army pistol,M,Gold
Athens,1896,Shooting,Shooting,"PAINE, Sumner",USA,United States,Men,25m army pistol,M,Silver
Athens,1896,Shooting,Shooting,"NIELSEN, Holger",DEN,Denmark,Men,25m rapid fire pistol (60 shots),M,Bronze
Athens,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Greece,Men,25m rapid fire pistol (60 shots),M,Gold
Athens,1896,Shooting,Shooting,"ORPHANIDIS, Georgios",GRE,Greece,Men,25m rapid fire pistol (60 shots),M,Silver
Athens,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Greece,Men,50m pistol (60 shots),M,Bronze
Athens,1896,Shooting,Shooting,"PAINE, Sumner",USA,United States,Men,50m pistol (60 shots),M,Gold
Athens,1896,Shooting,Shooting,"NIELSEN, Holger",DEN,Denmark,Men,50m pistol (60 shots),M,Silver
Athens,1896,Shooting,Shooting,"TRIKUPIS, Nicolaos",GRE,Greece,Men,"army rifle, 200m",M,Bronze
Athens,1896,Shooting,Shooting,"KARASEVDAS, Pantelis",GRE,Greece,Men,"army rifle, 200m",M,Gold
Athens,1896,Shooting,Shooting,"PAVLIDIS, Pavlos",GRE,Greece,Men,"army rifle, 200m",M,Silver
Athens,1896,Shooting,Shooting,"JENSEN, Viggo",DEN,Denmark,Men,"army rifle, 300m",M,Bronze
Athens,1896,Shooting,Shooting,"ORPHANIDIS, Georgios",GRE,Greece,Men,"army rifle, 300m",M,Gold
Athens,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Greece,Men,"army rifle, 300m",M,Silver
Athens,1896,Tennis,Tennis,"FLACK, Edwin",ZZX,Mixed Teams,Men,doubles,M,Bronze
Athens,1896,Tennis,Tennis,"ROBERTSON, George Stuart",ZZX,Mixed Teams,Men,doubles,M,Bronze
Athens,1896,Tennis,Tennis,"BOLAND, John",ZZX,Mixed Teams,Men,doubles,M,Gold
Athens,1896,Tennis,Tennis,"TRAUN, Friedrich",ZZX,Mixed Teams,Men,doubles,M,Gold
Athens,1896,Tennis,Tennis,"KASDAGLIS, Dionysios",ZZX,Mixed Teams,Men,doubles,M,Silver
Athens,1896,Tennis,Tennis,"PETROKOKKINOS, Demetrios",ZZX,Mixed Teams,Men,doubles,M,Silver
Athens,1896,Tennis,Tennis,"PASPATIS, Konstantinos",GRE,Greece,Men,singles,M,Bronze
Athens,1896,Tennis,Tennis,"TAPAVICZA, Momcsillo",HUN,Hungary,Men,singles,M,Bronze
Athens,1896,Tennis,Tennis,"BOLAND, John",GBR,United Kingdom,Men,singles,M,Gold
Athens,1896,Tennis,Tennis,"KASDAGLIS, Dionysios",GRE,Greece,Men,singles,M,Silver
Athens,1896,Weightlifting,Weightlifting,"NIKOLOPOULOS, Alexandros",GRE,Greece,Men,heavyweight - one hand lift,M,Bronze
Athens,1896,Weightlifting,Weightlifting,"ELLIOTT, Launceston",GBR,United Kingdom,Men,heavyweight - one hand lift,M,Gold
Athens,1896,Weightlifting,Weightlifting,"JENSEN, Viggo",DEN,Denmark,Men,heavyweight - one hand lift,M,Silver
Athens,1896,Weightlifting,Weightlifting,"VERSIS, Sotirios",GRE,Greece,Men,heavyweight - two hand lift,M,Bronze
Athens,1896,Weightlifting,Weightlifting,"JENSEN, Viggo",DEN,Denmark,Men,heavyweight - two hand lift,M,Gold
Athens,1896,Weightlifting,Weightlifting,"ELLIOTT, Launceston",GBR,United Kingdom,Men,heavyweight - two hand lift,M,Silver
Athens,1896,Wrestling,Wrestling Gre-R,"CHRISTOPOULOS, Stephanos",GRE,Greece,Men,open event,M,Bronze
Athens,1896,Wrestling,Wrestling Gre-R,"SCHUMANN, Carl",GER,Germany,Men,open event,M,Gold
Athens,1896,Wrestling,Wrestling Gre-R,"TSITAS, Georgios",GRE,Greece,Men,open event,M,Silver
Paris,1900,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Hungary,Men,1500m freestyle,M,Bronze
Paris,1900,Aquatics,Swimming,"JARVIS, John Arthur",GBR,United Kingdom,Men,1500m freestyle,M,Gold
Paris,1900,Aquatics,Swimming,"WAHLE, Otto",AUT,Austria,Men,1500m freestyle,M,Silver
Paris,1900,Aquatics,Swimming,"DROST, Johannes",NED,Netherlands,Men,200m backstroke,M,Bronze
Paris,1900,Aquatics,Swimming,"HOPPENBERG, Ernst",GER,Germany,Men,200m backstroke,M,Gold
Paris,1900,Aquatics,Swimming,"RUBERL, Karl",AUT,Austria,Men,200m backstroke,M,Silver
Paris,1900,Aquatics,Swimming,"RUBERL, Karl",AUT,Austria,Men,200m freestyle,M,Bronze
Paris,1900,Aquatics,Swimming,"LANE, Frederick C.V.",AUS,Australia,Men,200m freestyle,M,Gold
Paris,1900,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Hungary,Men,200m freestyle,M,Silver
Paris,1900,Aquatics,Swimming,"KEMP, Peter",GBR,United Kingdom,Men,200m obstacle event,M,Bronze
Paris,1900,Aquatics,Swimming,"LANE, Frederick C.V.",AUS,Australia,Men,200m obstacle event,M,Gold
Paris,1900,Aquatics,Swimming,"WAHLE, Otto",AUT,Austria,Men,200m obstacle event,M,Silver
Paris,1900,Aquatics,Swimming,HOUBEN,FRA,France,Men,200m team swimming,M,Bronze
Paris,1900,Aquatics,Swimming,"LEUILLIEUX, Jean",FRA,France,Men,200m team swimming,M,Bronze
Paris,1900,Aquatics,Swimming,"MARTIN, Louis",FRA,France,Men,200m team swimming,M,Bronze
Paris,1900,Aquatics,Swimming,"MERCHEZ, Désiré",FRA,France,Men,200m team swimming,M,Bronze
Paris,1900,Aquatics,Swimming,TARTARA,FRA,France,Men,200m team swimming,M,Bronze
Paris,1900,Aquatics,Swimming,"FREY, Julius",GER,Germany,Men,200m team swimming,M,Gold
Paris,1900,Aquatics,Swimming,"HAINLE, Max",GER,Germany,Men,200m team swimming,M,Gold
Paris,1900,Aquatics,Swimming,"HOPPENBERG, Ernst",GER,Germany,Men,200m team swimming,M,Gold
Paris,1900,Aquatics,Swimming,"SCHÖNE, Max",GER,Germany,Men,200m team swimming,M,Gold
Paris,1900,Aquatics,Swimming,"VON PETERSDORFF, Herbert",GER,Germany,Men,200m team swimming,M,Gold
Paris,1900,Aquatics,Swimming,BERTRAND,FRA,France,Men,200m team swimming,M,Silver
Paris,1900,Aquatics,Swimming,CADET,FRA,France,Men,200m team swimming,M,Silver
Paris,1900,Aquatics,Swimming,"HOCHEPIED, Maurice",FRA,France,Men,200m team swimming,M,Silver
Paris,1900,Aquatics,Swimming,"HOCHEPIED, Victor",FRA,France,Men,200m team swimming,M,Silver
Paris,1900,Aquatics,Swimming,VERBECKE,FRA,France,Men,200m team swimming,M,Silver
Paris,1900,Aquatics,Swimming,"MARTIN, Louis",FRA,France,Men,4000m freestyle,M,Bronze
Paris,1900,Aquatics,Swimming,"JARVIS, John Arthur",GBR,United Kingdom,Men,4000m freestyle,M,Gold
Paris,1900,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Hungary,Men,4000m freestyle,M,Silver
Paris,1900,Aquatics,Swimming,"LYKKEBERG, Peder",DEN,Denmark,Men,underwater swimming,M,Bronze
Paris,1900,Aquatics,Swimming,"DE VENDEVILLE, Charles",FRA,France,Men,underwater swimming,M,Gold
Paris,1900,Aquatics,Swimming,"SIX, André",FRA,France,Men,underwater swimming,M,Silver
Paris,1900,Aquatics,Water polo,"BURGESS, Thomas",FRA,France,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,COULON,FRA,France,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,"DECUYPER, Alphonse",FRA,France,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,DEVENOT,FRA,France,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,FARDELLE,FRA,France,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,FAVIER,FRA,France,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,"LAUFRAY, Louis",FRA,France,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,LERICHE,FRA,France,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,"MARTIN, Louis",FRA,France,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,"MERCHEZ, Désiré",FRA,France,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,"PESLIER, Henri",FRA,France,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,PESLOY,FRA,France,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,"TREFFEL, Charles",FRA,France,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,"VASSEUR, Paul",FRA,France,Men,water polo,M,Bronze
Paris,1900,Aquatics,Water polo,"COE, Thomas",GBR,United Kingdom,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo,"DERBYSHIRE, John Henry",GBR,United Kingdom,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo,"KEMP, Peter",GBR,United Kingdom,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo,"LISTER, William",GBR,United Kingdom,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo,"ROBERTSON, Arthur",GBR,United Kingdom,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo,"ROBINSON, Eric",GBR,United Kingdom,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo,"WILKINSON, George",GBR,United Kingdom,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo,"COHEN, Henri",BEL,Belgium,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo,"DE BACKER, Jean",BEL,Belgium,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo,"DE BEHR, Victor",BEL,Belgium,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo,"FEYAERTS, Fernand",BEL,Belgium,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo,"GREGOIRE, Oscar",BEL,Belgium,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo,"MICHANT, Albert",BEL,Belgium,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo,"SONNEMANS, Victor",BEL,Belgium,Men,water polo,M,Silver
Paris,1900,Archery,Archery,"PETIT, Charles Frédéric",FRA,France,Men,"au chapelet, 33m",M,Bronze
Paris,1900,Archery,Archery,"VAN INNIS, Hubert",BEL,Belgium,Men,"au chapelet, 33m",M,Gold
Paris,1900,Archery,Archery,"THIBAUD, Victor",FRA,France,Men,"au chapelet, 33m",M,Silver
Paris,1900,Archery,Archery,"MERCIER, Emile",FRA,France,Men,"au chapelet, 50m",M,Bronze
Paris,1900,Archery,Archery,"MOUGIN, Eugène",FRA,France,Men,"au chapelet, 50m",M,Gold
Paris,1900,Archery,Archery,"HELLE, Henri",FRA,France,Men,"au chapelet, 50m",M,Silver
Paris,1900,Archery,Archery,"PETIT, Charles Frédéric",FRA,France,Men,"au cordon doré, 33m",M,Bronze
Paris,1900,Archery,Archery,"VAN INNIS, Hubert",BEL,Belgium,Men,"au cordon doré, 33m",M,Gold
Paris,1900,Archery,Archery,"THIBAUD, Victor",FRA,France,Men,"au cordon doré, 33m",M,Silver
Paris,1900,Archery,Archery,"FISSEUX, Emile",FRA,France,Men,"au cordon doré, 50m",M,Bronze
Paris,1900,Archery,Archery,"HEROUIN, Henri",FRA,France,Men,"au cordon doré, 50m",M,Gold
Paris,1900,Archery,Archery,"VAN INNIS, Hubert",BEL,Belgium,Men,"au cordon doré, 50m",M,Silver
Paris,1900,Archery,Archery,"FOULON, Emmanuel",BEL,Belgium,Men,sur la perche à la herse,M,Gold
Paris,1900,Archery,Archery,"DRUART, Jr.",BEL,Belgium,Men,sur la perche à la herse,M,Silver
Paris,1900,Archery,Archery,"SERRURIER, Auguste",FRA,France,Men,sur la perche à la herse,M,Silver
Paris,1900,Archery,Archery,"GLINEUX, Louis",BEL,Belgium,Men,sur la perche à la pyramide,M,Bronze
Paris,1900,Archery,Archery,"GRUMIAUX, Emile",FRA,France,Men,sur la perche à la pyramide,M,Gold
Paris,1900,Archery,Archery,"SERRURIER, Auguste",FRA,France,Men,sur la perche à la pyramide,M,Silver
Paris,1900,Athletics,Athletics,"ROWLEY, Stanley",AUS,Australia,Men,100m,M,Bronze
Paris,1900,Athletics,Athletics,"JARVIS, Francis",USA,United States,Men,100m,M,Gold
Paris,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,United States,Men,100m,M,Silver
Paris,1900,Athletics,Athletics,"MOLONEY, Frederick",USA,United States,Men,110m hurdles,M,Bronze
Paris,1900,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,United States,Men,110m hurdles,M,Gold
Paris,1900,Athletics,Athletics,"MCLEAN, John",USA,United States,Men,110m hurdles,M,Silver
Paris,1900,Athletics,Athletics,"BRAY, John",USA,United States,Men,1500m,M,Bronze
Paris,1900,Athletics,Athletics,"BENNETT, Charles",GBR,United Kingdom,Men,1500m,M,Gold
Paris,1900,Athletics,Athletics,"DELOGE, Henri",FRA,France,Men,1500m,M,Silver
Paris,1900,Athletics,Athletics,"ROWLEY, Stanley",AUS,Australia,Men,200m,M,Bronze
Paris,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,United States,Men,200m,M,Gold
Paris,1900,Athletics,Athletics,"PRITCHARD, Norman",IND,India,Men,200m,M,Silver
Paris,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,United States,Men,200m hurdles,M,Bronze
Paris,1900,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,United States,Men,200m hurdles,M,Gold
Paris,1900,Athletics,Athletics,"PRITCHARD, Norman",IND,India,Men,200m hurdles,M,Silver
Paris,1900,Athletics,Athletics,"CHASTANIE, Jacques",FRA,France,Men,3000m steeplechase,M,Bronze
Paris,1900,Athletics,Athletics,"ORTON, George",CAN,Canada,Men,3000m steeplechase,M,Gold
Paris,1900,Athletics,Athletics,"ROBINSON, Sidney",GBR,United Kingdom,Men,3000m steeplechase,M,Silver
Paris,1900,Athletics,Athletics,"ROBINSON, Sidney",GBR,United Kingdom,Men,4000m steeplechase,M,Bronze
Paris,1900,Athletics,Athletics,"RIMMER, John",GBR,United Kingdom,Men,4000m steeplechase,M,Gold
Paris,1900,Athletics,Athletics,"BENNETT, Charles",GBR,United Kingdom,Men,4000m steeplechase,M,Silver
Paris,1900,Athletics,Athletics,"SCHULTZ, Ernst",DEN,Denmark,Men,400m,M,Bronze
Paris,1900,Athletics,Athletics,"LONG, Maxwell W.Maxey",USA,United States,Men,400m,M,Gold
Paris,1900,Athletics,Athletics,"HOLLAND, William",USA,United States,Men,400m,M,Silver
